"﻿Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Variável - Rendimento médio da produção (Quilogramas por Hectare),,,,,,,,,,,,,,,,,,,,,,
Cód.,Município,Ano x Produto das lavouras temporárias,,,,,,,,,,,,,,,,,,,,
Cód.,Município,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cód.,Município,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar
3500105,Adamantina (SP),50000,80000,76311,77794,80000,81307,75000,100000,90000,80000,80000,75000,60000,70000,60000,80000,80000,80000,70000,75000,70000
3500204,Adolfo (SP),-,80000,-,-,120000,89009,100000,100000,80000,90000,90000,90000,90000,90000,70000,70000,80000,90000,90000,90000,90000
3500303,Aguaí (SP),80000,-,87000,86089,86000,85434,85000,85000,89080,90000,95000,90000,90000,100000,100000,80000,90000,90000,85000,85000,85000
3500402,Águas da Prata (SP),-,-,-,-,-,-,-,-,-,120000,120000,60000,90000,90000,90000,-,-,-,-,-,-
3500501,Águas de Lindóia (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3500550,Águas de Santa Bárbara (SP),-,-,-,-,-,-,80333,80000,82000,61651,85000,80000,100000,100000,100000,90000,63000,80000,70000,75000,55000
3500600,Águas de São Pedro (SP),...,...,...,...,...,...,...,...,...,...,-,...,-,...,...,...,...,...,...,...,...
3500709,Agudos (SP),70000,70000,70000,70000,77996,77723,80000,88669,80000,80000,80000,79500,79500,79500,60004,64794,61000,70000,61000,70000,70000
3500758,Alambari (SP),-,-,-,-,-,-,-,-,75000,88888,100000,92300,70000,80000,72800,80000,80000,80000,80000,80000,80000
3500808,Alfredo Marcondes (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3500907,Altair (SP),75000,75000,75000,75000,75000,74501,75000,80000,75000,75000,80000,93000,93000,75100,68182,75100,80000,80000,80000,80000,75000
3501004,Altinópolis (SP),70000,75000,65000,65000,65000,69536,75000,75000,75000,70000,80000,78000,86957,80000,74100,82000,74000,74000,74000,74000,74000
3501103,Alto Alegre (SP),70000,-,70000,56000,70000,79000,80000,80000,75000,...,70000,65000,80000,80000,65430,56490,74230,65690,65690,80000,70000
3501152,Alumínio (SP),-,-,50000,50000,60000,50134,50135,50000,50000,-,10000,90000,90000,100000,100000,100000,100000,100000,100000,85000,100000
3501202,Álvares Florence (SP),-,-,-,-,-,-,80000,100000,100000,80000,80000,79231,80000,74754,71604,70004,83798,80000,75002,75002,75000
3501301,Álvares Machado (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,75000,75000,75000,80000,100000,100000,100000
3501400,Álvaro de Carvalho (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3501509,Alvinlândia (SP),-,-,-,-,-,39733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3501608,Americana (SP),60000,75000,75000,75000,75000,74497,75000,80000,80000,78260,75000,93750,56000,76800,80269,77360,80000,80000,80000,80000,80000
3501707,Américo Brasiliense (SP),79242,80000,71600,71600,80000,81759,81760,80000,100000,100000,83895,83895,84000,84000,84000,75000,80000,80000,80000,80000,80000
3501806,Américo de Campos (SP),-,-,-,-,-,-,-,-,60053,62000,60000,79688,72000,72000,61000,70000,78000,78000,70000,70000,71944
3501905,Amparo (SP),90000,90000,100000,100000,90000,99360,110000,110000,110000,110000,110000,100000,80000,80000,72628,60000,60000,60000,60000,60000,60000
3502002,Analândia (SP),85000,85000,85000,85000,85000,84430,85000,85000,85000,85000,85000,85000,63143,85000,85000,85000,85000,85000,85000,85000,85000
3502101,Andradina (SP),80000,80000,80000,80000,80000,80423,80000,80000,80000,67114,80000,90000,80000,80000,70000,70000,70000,70000,75000,70000,70000
3502200,Angatuba (SP),-,-,112982,82271,83000,74732,70152,75000,75000,84615,95000,88600,85000,100000,78000,100000,100000,100000,85000,85000,90000
3502309,Anhembi (SP),60000,60000,60000,60000,60000,54639,65000,85000,85000,85000,75000,75000,75000,80000,62000,85000,70000,80000,80000,79259,79259
3502408,Anhumas (SP),-,-,-,70000,70000,69529,70000,75000,70000,70000,80000,70000,71000,80000,77000,70000,60000,75000,75000,75000,73475
3502507,Aparecida (SP),...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3502606,Aparecida d'Oeste (SP),-,-,-,60000,60000,59599,120000,140000,14000,120000,100000,100000,90000,90000,80000,80000,80000,80000,80000,85000,85000
3502705,Apiaí (SP),-,-,-,70000,60000,39759,40000,100000,100000,35000,-,70000,-,-,-,-,-,-,-,-,-
3502754,Araçariguama (SP),60000,60000,70000,70000,60000,59595,59595,44285,59595,-,-,-,-,-,-,-,-,-,-,-,-
3502804,Araçatuba (SP),80000,71820,80000,81000,80000,82278,80000,100000,100000,90000,100000,80000,80000,80000,60000,75000,68354,65000,80000,75000,80000
3502903,Araçoiaba da Serra (SP),70000,70000,70000,70000,70000,99328,100000,-,90000,81176,100000,90000,90000,100000,100000,100000,80000,80000,80000,80000,80000
3503000,Aramina (SP),71000,70000,70000,70000,75000,74503,76000,70000,120000,90000,90000,90000,75000,80000,70000,75000,80000,80000,80000,75000,75000
3503109,Arandu (SP),-,-,-,70000,70000,69648,70000,100000,70000,100000,100000,100000,70000,70000,70000,70000,60000,60000,55000,-,60000
3503158,Arapeí (SP),-,-,50000,50000,50000,50134,50135,-,50000,40000,50000,65000,65000,65000,65000,59322,-,65000,65000,65000,65000
3503208,Araraquara (SP),70000,70000,71600,69500,75952,82865,75000,80000,90000,90000,130156,88016,72000,80000,80000,75000,80000,80000,80000,80000,80000
3503307,Araras (SP),70000,77931,90000,90000,90000,92411,83000,83000,90000,87735,93000,90000,78000,69333,-,68000,80000,80000,76444,80000,80000
3503356,Arco-Íris (SP),-,-,76923,75190,91939,91552,90000,90000,75000,72000,72000,80000,80000,76000,61000,75000,75000,61000,82800,70000,75000
3503406,Arealva (SP),80000,80000,80000,80000,80000,79463,80000,90000,80000,80000,80000,81500,81500,81500,76297,76248,72125,75000,80000,77000,72000
3503505,Areias (SP),80000,-,80000,80000,80000,60173,60000,-,60000,60000,60000,60000,60000,60000,60000,60000,-,60000,60000,65000,60000
3503604,Areiópolis (SP),90000,90000,79411,80000,81212,89409,90000,90000,90000,90000,91836,90000,80000,80000,68000,76000,88000,83000,83000,84438,84444
3503703,Ariranha (SP),77000,70000,85555,85000,85000,84438,80000,80000,80000,80000,80000,80000,80000,80000,64000,70000,89247,85000,85000,73000,73000
3503802,Artur Nogueira (SP),45000,75000,77000,77000,77000,76484,90000,90000,90000,90000,80000,80000,80000,80000,73000,80000,80000,80000,77667,78400,80000
3503901,Arujá (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3503950,Aspásia (SP),-,-,-,-,-,-,-,90000,-,88000,101000,90000,85000,85000,85000,85000,85000,85000,85000,90000,90000
3504008,Assis (SP),70000,88698,75000,78708,78000,74500,75000,77000,75000,92280,83699,70500,75000,75000,70000,80000,75000,95000,85000,85000,85000
3504107,Atibaia (SP),-,-,40000,41000,42000,40354,40000,40000,50000,50000,55000,90000,75000,90000,70000,70000,70000,70000,70000,70000,70000
3504206,Auriflama (SP),80000,-,85083,88050,84536,79451,120000,120000,81000,-,80000,80000,79781,74223,74223,66360,70000,70000,70000,75000,70000
3504305,Avaí (SP),70000,70000,65000,92113,62820,62387,70000,70000,62387,62387,62388,68900,68900,68900,75823,75823,61680,61680,70000,70000,75000
3504404,Avanhandava (SP),84317,-,78892,67806,82000,73000,100000,100000,80000,80000,83000,83000,80000,85000,65430,50000,76530,61900,61900,75000,66000
3504503,Avaré (SP),70000,84285,70000,70000,70000,69541,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,72500
3504602,Bady Bassitt (SP),70000,-,80000,80000,100000,80104,90000,80000,80000,80000,80000,80000,80000,80000,80000,80000,90000,90000,90000,85000,85000
3504701,Balbinos (SP),-,-,-,-,-,-,-,70000,70000,70000,70000,73000,73000,75000,65000,70000,85019,80000,90000,90000,90000
3504800,Bálsamo (SP),60000,60000,80000,80000,80000,79464,100000,100000,100000,90000,90000,90000,89024,99600,70000,70000,70000,80000,70000,80000,80000
3504909,Bananal (SP),60000,72000,50000,50000,50000,50134,50000,50000,50000,49107,50000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
3505005,Barão de Antonina (SP),-,-,-,-,-,-,-,-,-,-,60000,60000,-,-,-,-,-,-,-,-,-
3505104,Barbosa (SP),80000,80000,73439,75117,70000,70000,81831,75000,80000,80000,80000,80000,80000,80000,65430,54460,74360,70220,70220,50000,70000
3505203,Bariri (SP),70000,70000,81250,80000,80000,79469,80000,80000,80000,80000,80000,80000,75000,80000,75000,77000,80000,82000,75000,78000,75000
3505302,Barra Bonita (SP),90000,90000,78888,90000,90000,89406,85000,85000,88000,88000,88000,88000,75000,83000,72000,86000,85000,85000,85000,75000,75000
3505351,Barra do Chapéu (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50000,50000
3505401,Barra do Turvo (SP),-,-,-,-,-,-,-,-,-,45000,45000,35000,-,-,-,-,-,-,20000,46000,46000
3505500,Barretos (SP),90000,90000,90000,90000,90000,92001,90000,90000,90000,90000,90000,85000,70000,80000,80000,80000,90000,90000,81000,83667,84889
3505609,Barrinha (SP),80000,80000,80000,90000,90000,89404,90000,90000,90000,90000,90000,79000,75000,80000,75000,75000,80000,85000,85000,85000,85000
3505708,Barueri (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3505807,Bastos (SP),80000,80000,67234,68000,73201,75352,68000,68000,68000,70000,80000,80000,80000,66000,67000,66000,75000,75000,68000,70000,71000
3505906,Batatais (SP),80000,75000,83870,85000,85000,86891,85000,84915,85000,85000,78000,85000,85000,85000,74100,85000,85000,85000,85000,85000,85000
3506003,Bauru (SP),70000,70000,60000,49075,84612,87553,80000,86937,88100,88100,88100,70000,70000,70000,76482,70000,70000,70000,65000,65000,70000
3506102,Bebedouro (SP),90000,87906,85000,90000,90000,92405,89981,90000,90000,90000,90000,65000,80000,80000,70000,78000,82000,82000,65000,75000,75000
3506201,Bento de Abreu (SP),85000,78461,76206,85000,80000,84437,85000,90000,90000,80000,90000,80000,80000,75955,63000,75000,77000,77000,80000,71656,75000
3506300,Bernardino de Campos (SP),70000,80000,80000,80000,85000,79463,70000,80000,80000,80923,80000,81000,81000,80000,80000,80000,80000,80000,80000,80000,80000
3506359,Bertioga (SP),...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...
3506409,Bilac (SP),64000,100000,92504,84141,78343,92182,90913,91000,75594,91000,91000,85350,71000,78673,63014,64000,73000,74000,70000,70000,70000
3506508,Birigui (SP),70000,70000,80000,80000,93961,95575,80000,80000,90000,133000,108000,76330,77000,77725,70000,70000,80000,80000,80000,60000,60000
3506607,Biritiba Mirim (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3506706,Boa Esperança do Sul (SP),70000,80000,71600,69000,66240,70848,75000,75000,80000,80000,85000,85000,85000,85000,85000,80000,80000,75000,75000,78333,77000
3506805,Bocaina (SP),80000,81000,95000,90000,90000,89404,90000,90000,90000,90000,90000,90000,90000,90000,90000,80000,80000,80000,80000,75000,75000
3506904,Bofete (SP),-,-,-,-,-,-,-,-,45000,45000,45918,45000,-,70000,75000,60000,60000,80000,80000,71875,71875
3507001,Boituva (SP),70000,80000,80000,80000,80500,79475,109368,109733,108319,100000,91530,91530,-,100000,83333,100000,100000,100000,80000,73333,100000
3507100,Bom Jesus dos Perdões (SP),-,-,-,-,-,-,-,-,-,-,-,80000,-,-,-,-,-,-,-,-,-
3507159,Bom Sucesso de Itararé (SP),-,-,-,-,-,-,-,-,-,-,40000,40000,-,-,-,-,-,-,-,-,-
3507209,Borá (SP),89965,70000,62160,-,77000,99347,80000,80000,82758,77279,80000,72000,80000,94242,80000,63008,59690,56010,65000,68000,70000
3507308,Boracéia (SP),90000,67500,90000,100000,92857,98900,100000,90000,90000,90000,90000,90000,90000,90000,90000,85000,85000,85000,85000,80000,75000
3507407,Borborema (SP),80000,80000,90742,80000,80000,79474,80000,80000,90000,90000,90000,90000,90000,90000,72000,82000,90000,90000,75000,82000,82000
3507456,Borebi (SP),70000,70000,70513,71305,90000,85483,70000,80000,80000,80000,80000,80000,80000,80000,69947,69947,90000,80000,68000,68000,72500
3507506,Botucatu (SP),70000,70000,70000,70000,70000,69540,70000,70000,70000,70000,72916,70000,70000,70000,60000,70000,70000,80000,80000,79409,79409
3507605,Bragança Paulista (SP),-,-,50000,48000,48000,48666,49000,49000,50000,50000,52000,100000,100000,100000,100000,100000,80000,80000,80000,80000,80000
3507704,Braúna (SP),70000,64268,88836,67662,75000,84000,70000,80000,70000,70000,80000,80000,75000,80000,65430,68000,83170,70200,70200,62000,70000
3507753,Brejo Alegre (SP),-,-,-,-,-,99138,100000,120000,115000,120000,117360,83970,80000,80000,70000,75000,80000,80000,90000,60000,90000
3507803,Brodowski (SP),65000,65000,65000,65000,65000,64572,65000,64957,79997,65000,79994,68000,73000,73000,74100,65000,65000,65000,65000,65000,75000
3507902,Brotas (SP),82000,82000,83333,85000,85000,87280,90000,90000,90000,86000,86000,80000,80000,82552,80000,80000,82090,80000,80000,82000,75000
3508009,Buri (SP),-,-,-,-,-,-,-,-,-,-,106666,80000,-,-,-,-,-,-,-,-,-
3508108,Buritama (SP),80000,80000,88050,80000,110721,98302,104390,93000,95600,80000,80000,74780,75000,78523,69600,75000,81194,90000,80000,80000,80000
3508207,Buritizal (SP),75000,75000,75000,78000,80000,79471,85000,85000,85000,84824,85000,85000,70000,75000,75000,78000,80000,80000,80000,60000,60000
3508306,Cabrália Paulista (SP),70000,-,70000,70000,70000,69531,70000,69500,70000,70000,70000,69941,70000,70000,70000,84000,70000,55000,47312,48889,48000
3508405,Cabreúva (SP),70000,70000,60000,60000,60000,59598,80000,75000,70000,80000,80000,80000,80000,80000,70000,80000,80000,75000,60000,75000,79000
3508504,Caçapava (SP),60000,60000,60000,30000,30000,29813,90000,30000,30000,30000,30000,-,-,120000,120000,120000,100000,120000,120000,120000,120000
3508603,Cachoeira Paulista (SP),-,-,-,-,-,-,-,-,-,-,-,-,60000,60000,60000,60000,60000,60000,66000,66000,60000
3508702,Caconde (SP),90000,90000,80000,73000,73000,72486,80000,80000,80000,80000,67122,67000,80000,80000,80000,80000,80000,80000,82000,82000,80665
3508801,Cafelândia (SP),80000,80000,58555,73269,87533,89413,100000,-,90000,100000,88000,88000,-,90000,64000,65000,76572,71200,70000,63000,75001
3508900,Caiabu (SP),75004,75004,75000,88000,75021,74506,75000,75000,65500,75000,75000,70000,71000,80000,77000,75000,75000,75000,75000,75000,75000
3509007,Caieiras (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,2000,2000
3509106,Caiuá (SP),70000,70000,70000,70000,70000,79463,61000,61000,69000,69000,78000,66000,60000,65000,64000,64000,85329,64000,64000,64000,64000
3509205,Cajamar (SP),-,...,...,...,...,...,...,...,...,...,...,...,-,-,...,...,...,...,-,-,-
3509254,Cajati (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,20000,20000
3509304,Cajobi (SP),85000,79993,85000,97780,97447,89413,90000,90000,90000,90000,90000,90000,78000,90000,78000,78000,80000,80000,80000,90000,100000
3509403,Cajuru (SP),70000,70000,70000,70000,70000,69535,80000,69247,70000,70000,70000,50000,60000,60000,74100,70000,70000,67200,67154,67200,67200
3509452,Campina do Monte Alegre (SP),-,-,-,-,-,-,-,76000,75000,63094,117893,100000,85000,78000,80000,85000,85000,85000,85000,85000,-
3509502,Campinas (SP),75000,75000,68181,70000,65652,74504,89456,75000,90373,90373,...,85000,100000,100000,90000,85000,100000,95286,80000,74588,74588
3509601,Campo Limpo Paulista (SP),-,-,-,-,-,-,-,-,-,-,60000,...,-,...,...,...,...,...,...,...,...
3509700,Campos do Jordão (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3509809,Campos Novos Paulista (SP),65000,75000,83406,83400,83400,82442,100000,83333,90000,90000,90000,90000,90000,90000,64000,65000,70000,70000,69000,40000,78960
3509908,Cananéia (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10000,10000,10000,10000
3509957,Canas (SP),...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3510005,Cândido Mota (SP),80000,80000,82000,82000,90000,80466,82000,90000,81921,88995,79050,76260,82000,85000,80000,95000,74000,80000,83000,83000,83000
3510104,Cândido Rodrigues (SP),90000,90000,90000,100000,100000,99329,100000,100000,100000,90000,90000,90000,80640,80640,60200,60200,62000,68625,80000,90000,87000
3510153,Canitar (SP),100000,40000,100000,100000,100000,99329,60000,70000,70000,70000,70000,71795,80000,86630,80000,75000,71000,71000,65000,70000,78960
3510203,Capão Bonito (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3510302,Capela do Alto (SP),80000,70000,80000,80000,80000,79463,100000,100000,100000,100000,90000,90000,90000,100000,100000,100000,90000,90000,90000,83000,89334
3510401,Capivari (SP),84003,84003,83928,70000,71478,74506,75001,75000,73894,75001,75000,75000,75000,75000,75000,75000,75000,75000,75000,70000,68000
3510500,Caraguatatuba (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,-,...,-,-,-,-,-,-
3510609,Carapicuíba (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3510708,Cardoso (SP),-,-,-,-,-,-,-,120000,100000,90000,90000,58680,80000,72000,70000,87000,74000,98000,72000,76000,80000
3510807,Casa Branca (SP),75000,80000,80000,80000,80000,82146,100000,100000,100000,100000,100000,100000,98000,90000,90000,89091,89091,94091,100000,100000,94394
3510906,Cássia dos Coqueiros (SP),70000,70000,70000,70000,70000,69530,70000,64545,70000,62000,60000,54000,54000,54000,54000,54767,55000,54767,60000,60000,60000
3511003,Castilho (SP),80000,80000,80000,80000,80000,63609,90000,90000,90000,85000,90000,90000,90000,80000,70000,70000,75000,75000,75000,70281,73427
3511102,Catanduva (SP),70000,67888,86206,85000,90000,89402,80000,90000,90000,90000,90000,80000,80000,79966,73000,73000,85000,85000,85000,81000,83667
3511201,Catiguá (SP),80000,70000,84285,85000,85000,84440,75000,85000,85000,85000,85000,90000,70000,70000,56000,60000,82000,80000,85000,85000,85000
3511300,Cedral (SP),80000,80000,80000,80000,100000,79463,100000,110000,85000,80000,80000,80000,80000,80000,75000,80000,100000,100000,90000,80000,75000
3511409,Cerqueira César (SP),90000,100000,90000,90000,90000,89396,100000,100000,90000,100000,90000,90000,90000,90000,90000,75000,85000,80000,75000,80000,75000
3511508,Cerquilho (SP),80000,80000,80000,80000,90000,89396,90000,95000,95000,92000,100000,92000,112073,90000,90000,90000,95436,90000,90000,90000,90000
3511607,Cesário Lange (SP),150000,81081,82000,82000,94059,79463,90000,80000,100000,80000,95238,95238,90000,88000,50000,80000,80000,80000,80000,80000,80000
3511706,Charqueada (SP),70000,70000,70000,70000,75000,74504,75000,73000,78000,78000,78000,78000,78000,78000,54600,63717,65000,65000,65049,65316,65016
3511904,Clementina (SP),70000,100000,86150,89560,74687,92717,79053,90000,84466,90000,90000,76000,76000,76000,65430,69160,78210,65540,65540,57000,70000
3512001,Colina (SP),90000,90000,90000,90000,90000,82133,80000,80000,80000,80000,80000,75000,80000,80000,78000,78000,85000,85000,80000,81000,82000
3512100,Colômbia (SP),64000,97000,96916,97000,97000,79467,82000,80000,82000,82000,82000,80000,72000,68597,75000,75000,80000,80372,80000,80000,80000
3512209,Conchal (SP),80000,80000,90000,80000,80000,79463,81176,100000,80000,80000,82222,74026,90000,57273,51000,60377,85000,85211,85211,75000,75000
3512308,Conchas (SP),60000,60000,60000,170764,60000,49682,70000,60000,80000,70009,65000,65000,70000,70010,70010,70000,70000,70000,80000,80524,80524
3512407,Cordeirópolis (SP),60000,60000,60000,60000,60000,59607,60000,60000,60000,90000,90000,90000,90000,90000,90002,70000,110000,110000,110065,96600,91707
3512506,Coroados (SP),60000,70000,76844,80625,67265,96629,100000,85000,78250,100000,100000,77345,85000,85000,66000,90000,90000,90000,85000,70000,85000
3512605,Coronel Macedo (SP),-,-,-,-,-,-,-,-,100000,100000,120000,120000,110000,72600,120000,120000,120000,100000,80000,-,-
3512704,Corumbataí (SP),80000,80000,66850,120000,80838,93076,100000,81093,80000,72000,72000,72000,71000,75000,49680,65000,65000,65000,70000,70000,70000
3512803,Cosmópolis (SP),75000,-,74285,75000,75000,74497,74497,75000,82604,82604,...,85000,84361,87310,75000,75000,75000,75000,82000,80000,76667
3512902,Cosmorama (SP),-,-,-,-,82000,99329,100000,100000,80000,100000,100000,88692,60000,70000,70000,70000,80000,80000,80000,70000,70000
3513009,Cotia (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3513108,Cravinhos (SP),75000,75000,75000,75000,75000,82154,80000,80000,83000,80001,80000,80003,80000,80000,74100,71000,80000,71000,71000,71000,71000
3513207,Cristais Paulista (SP),-,-,-,-,-,-,90000,100000,130000,100000,100000,100000,100000,85008,67000,67000,80000,75000,85000,80000,78333
3513306,Cruzália (SP),-,100000,-,116413,105000,109318,100000,125000,127289,113000,102299,92000,85000,85000,82000,81559,75000,100000,100000,85000,90000
3513405,Cruzeiro (SP),40000,40000,40000,40000,40000,39761,39762,-,39761,40409,45000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
3513504,Cubatão (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3513603,Cunha (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3513702,Descalvado (SP),65000,80000,82142,80000,71833,73758,85000,85000,85000,85000,85000,90280,73910,85000,65000,80000,80000,80000,80000,80000,80000
3513850,Dirce Reis (SP),-,-,-,-,-,-,-,60000,-,80000,100000,100000,80000,80000,80000,80000,80000,80000,80000,80000,80000
3513900,Divinolândia (SP),-,-,-,-,-,-,-,100000,100000,100000,100000,90000,60000,80000,80000,80000,80000,80000,-,-,-
3514007,Dobrada (SP),70000,72000,90000,90000,90000,89405,95000,95000,93739,83877,90000,90000,85918,85918,60200,90000,90000,90000,89000,90000,90000
3514106,Dois Córregos (SP),75000,75000,80000,80000,80000,81575,80000,80000,80000,80000,80000,85000,85000,85000,85000,85000,85000,85000,85000,85000,75000
